8,0.0,0.0,0.0,15,1,0.0,0.0,0.0,3.3125,0.904609
4,0.0,0.0,0.0,62,81,0.0,0.0,0.0,3.56643,0.919219
10,0.0,0.0,0.0,64,3,0.0,0.0,0.0,3.31343,0.899453
3,4.0,0.0,0.0,53,74,29.0,0.0,0.0,3.86538,0.924375
5,0.0,0.0,0.0,66,24,0.0,0.0,0.0,3.53333,0.918359
3,0.0,0.0,0.0,19,16,0.0,0.0,0.0,3.54286,0.915781
4,0.0,0.0,0.0,26,19,0.0,0.0,0.0,3.42222,0.910625
15,0.0,0.0,0.0,89,3,0.0,0.0,0.0,3.3913,0.902891
5,0.0,0.0,0.0,91,49,0.0,0.0,0.0,3.7,0.921797
4,0.0,0.0,0.0,63,46,0.0,0.0,0.0,3.42202,0.912344
6,0.0,0.0,0.0,51,23,0.0,0.0,0.0,3.93243,0.929531
12,3.0,0.0,0.0,77,9,93.0,0.0,0.0,3.88268,0.929531
3,0.0,0.0,0.0,33,75,0.0,0.0,0.0,3.91667,0.929531
3,0.0,0.0,0.0,1,68,0.0,0.0,0.0,3.33333,0.892578
5,0.0,0.0,0.0,99,97,0.0,0.0,0.0,3.9898,0.929531
3,4.0,0.0,0.0,80,91,93.0,0.0,0.0,3.95833,0.927812
3,0.0,0.0,0.0,35,86,0.0,0.0,0.0,3.28926,0.90375
5,0.0,0.0,0.0,79,37,0.0,0.0,0.0,3.63793,0.922656
13,0.0,0.0,0.0,70,7,0.0,0.0,0.0,3.90909,0.929531
6,0.0,0.0,0.0,75,27,0.0,0.0,0.0,3.79412,0.925234
3,0.0,0.0,0.0,42,79,0.0,0.0,0.0,3.34711,0.906328
10,0.0,0.0,0.0,98,15,0.0,0.0,0.0,3.9292,0.930391
4,0.0,0.0,0.0,35,54,0.0,0.0,0.0,3.60674,0.918359
10,0.0,0.0,0.0,83,3,0.0,0.0,0.0,3.24419,0.898594
4,4.0,0.0,0.0,15,77,10.0,0.0,0.0,3.85294,0.93125
4,4.0,0.0,0.0,15,35,80.0,0.0,0.0,3.88462,0.927812
4,0.0,0.0,0.0,10,20,0.0,0.0,0.0,3.66667,0.918359
3,0.0,0.0,0.0,5,82,0.0,0.0,0.0,3.97701,0.922656
4,0.0,0.0,0.0,87,65,0.0,0.0,0.0,3.42763,0.911484
5,0.0,0.0,0.0,41,15,0.0,0.0,0.0,3.53571,0.915781
4,0.0,0.0,0.0,58,82,0.0,0.0,0.0,3.58571,0.918359
3,3.0,0.0,0.0,3,73,91.0,0.0,0.0,3.2515,0.894297
3,0.0,0.0,0.0,83,83,0.0,0.0,0.0,3.5,0.915781
3,0.0,0.0,0.0,17,84,0.0,0.0,0.0,3.50495,0.914922
4,3.0,0.0,0.0,22,3,80.0,0.0,0.0,3.86667,0.928672
11,0.0,0.0,0.0,97,12,0.0,0.0,0.0,3.88073,0.926953
3,0.0,0.0,0.0,22,6,0.0,0.0,0.0,3.78571,0.923516
8,0.0,0.0,0.0,100,10,0.0,0.0,0.0,3.45455,0.911484
5,0.0,0.0,0.0,72,50,0.0,0.0,0.0,3.81967,0.923516
4,0.0,0.0,0.0,58,39,0.0,0.0,0.0,3.40206,0.911484
4,0.0,0.0,0.0,55,28,0.0,0.0,0.0,3.33735,0.904609
3,0.0,0.0,0.0,15,65,0.0,0.0,0.0,3.375,0.906328
3,11.0,0.0,0.0,19,96,2.0,0.0,0.0,3.94872,0.930391
4,0.0,0.0,0.0,32,63,0.0,0.0,0.0,3.66316,0.920938
3,5.0,0.0,0.0,2,82,2.0,0.0,0.0,3.25581,0.897734
12,0.0,0.0,0.0,10,1,0.0,0.0,0.0,3.81818,0.926953
3,0.0,0.0,0.0,4,38,0.0,0.0,0.0,3.47619,0.914922
3,0.0,0.0,0.0,21,86,0.0,0.0,0.0,3.98131,0.933828
4,0.0,0.0,0.0,93,26,0.0,0.0,0.0,3.21849,0.896016
4,0.0,0.0,0.0,28,96,0.0,0.0,0.0,3.77419,0.924375
4,3.0,0.0,0.0,14,10,31.0,0.0,0.0,3.69091,0.921797
4,0.0,0.0,0.0,61,89,0.0,0.0,0.0,3.59333,0.919219
5,3.0,8.0,0.0,98,56,96.0,9.0,0.0,3.98456,0.927812
4,0.0,0.0,0.0,29,85,0.0,0.0,0.0,3.74561,0.921797
3,0.0,0.0,0.0,11,88,0.0,0.0,0.0,3.44444,0.912344
8,0.0,0.0,0.0,74,10,0.0,0.0,0.0,3.59524,0.918359
4,0.0,0.0,0.0,70,73,0.0,0.0,0.0,3.51049,0.915781
3,4.0,0.0,0.0,63,5,26.0,0.0,0.0,3.94681,0.928672
17,0.0,0.0,0.0,90,6,0.0,0.0,0.0,3.875,0.923516
4,0.0,0.0,0.0,17,73,0.0,0.0,0.0,3.81111,0.924375
3,0.0,0.0,0.0,16,98,0.0,0.0,0.0,3.42105,0.910625
3,0.0,0.0,0.0,19,61,0.0,0.0,0.0,3.7125,0.924375
3,0.0,0.0,0.0,11,95,0.0,0.0,0.0,3.41509,0.908906
3,0.0,0.0,0.0,9,89,0.0,0.0,0.0,3.64286,0.920938
3,0.0,0.0,0.0,4,41,0.0,0.0,0.0,3.8,0.927812
4,0.0,0.0,0.0,71,78,0.0,0.0,0.0,3.52349,0.914062
3,0.0,0.0,0.0,30,63,0.0,0.0,0.0,3.32258,0.902891
4,0.0,0.0,0.0,46,30,0.0,0.0,0.0,3.39474,0.910625
4,3.0,0.0,0.0,3,57,97.0,0.0,0.0,3.40127,0.910625
3,0.0,0.0,0.0,90,46,0.0,0.0,0.0,3.66176,0.924375
3,0.0,0.0,0.0,2,29,0.0,0.0,0.0,3.25806,0.899453
3,0.0,0.0,0.0,89,39,0.0,0.0,0.0,3.69531,0.921797
4,0.0,0.0,0.0,71,18,0.0,0.0,0.0,3.20225,0.896016
3,0.0,0.0,0.0,63,89,0.0,0.0,0.0,3.82895,0.926953
9,3.0,21.0,0.0,67,3,89.0,4.0,0.0,3.55215,0.905469
3,0.0,0.0,0.0,59,35,0.0,0.0,0.0,3.62766,0.918359
3,0.0,0.0,0.0,5,40,0.0,0.0,0.0,3.55556,0.916641
3,0.0,0.0,0.0,100,10,0.0,0.0,0.0,3.90909,0.925234
3,0.0,0.0,0.0,89,44,0.0,0.0,0.0,3.66917,0.923516
3,0.0,0.0,0.0,45,25,0.0,0.0,0.0,3.64286,0.921797
9,4.0,3.0,0.0,55,13,23.0,97.0,0.0,3.82979,0.926094
4,0.0,0.0,0.0,25,38,0.0,0.0,0.0,3.60317,0.919219
7,0.0,0.0,0.0,83,8,0.0,0.0,0.0,3.35165,0.904609
14,4.0,0.0,0.0,43,3,80.0,0.0,0.0,3.89683,0.929531
3,0.0,0.0,0.0,13,53,0.0,0.0,0.0,3.98485,0.932969
3,0.0,0.0,0.0,4,61,0.0,0.0,0.0,3.43077,0.909766
3,4.0,0.0,0.0,30,70,7.0,0.0,0.0,3.90654,0.928672
