3,8,,,,15,1,,,,3.3125,0.904609
3,4,,,,62,81,,,,3.56643,0.919219
3,10,,,,64,3,,,,3.31343,0.899453
5,3,4,,,53,74,29,,,3.86538,0.924375
3,5,,,,66,24,,,,3.53333,0.918359
4,3,,,,19,16,,,,3.54286,0.915781
3,4,,,,26,19,,,,3.42222,0.910625
3,15,,,,89,3,,,,3.3913,0.902891
9,3,,,,1,72,,,,3.08219,0.89
3,7,,,,88,1,,,,3.04494,0.89
3,5,,,,91,49,,,,3.7,0.921797
3,4,,,,63,46,,,,3.42202,0.912344
3,6,,,,51,23,,,,3.93243,0.929531
4,12,3,,,77,9,93,,,3.88268,0.929531
6,3,,,,33,75,,,,3.91667,0.929531
26,3,,,,1,68,,,,3.33333,0.892578
3,5,,,,99,97,,,,3.9898,0.929531
5,3,4,,,80,91,93,,,3.95833,0.927812
4,3,,,,35,86,,,,3.28926,0.90375
13,3,,,,1,86,,,,3.11494,0.89
3,5,,,,79,37,,,,3.63793,0.922656
3,13,,,,70,7,,,,3.90909,0.929531
3,6,,,,75,27,,,,3.79412,0.925234
4,3,,,,42,79,,,,3.34711,0.906328
3,10,,,,98,15,,,,3.9292,0.930391
3,4,,,,35,54,,,,3.60674,0.918359
3,10,,,,83,3,,,,3.24419,0.898594
3,4,4,,,15,77,10,,,3.85294,0.93125
3,4,4,,,15,35,80,,,3.88462,0.927812
3,4,,,,10,20,,,,3.66667,0.918359
3,5,,,,98,4,,,,3.07843,0.89
20,3,,,,5,82,,,,3.97701,0.922656
3,4,,,,87,65,,,,3.42763,0.911484
3,5,,,,41,15,,,,3.53571,0.915781
3,4,,,,58,82,,,,3.58571,0.918359
17,3,3,,,3,73,91,,,3.2515,0.894297
4,3,,,,83,83,,,,3.5,0.915781
6,3,,,,17,84,,,,3.50495,0.914922
7,4,3,,,22,3,80,,,3.86667,0.928672
3,11,,,,97,12,,,,3.88073,0.926953
4,3,,,,22,6,,,,3.78571,0.923516
3,8,,,,100,10,,,,3.45455,0.911484
3,5,,,,72,50,,,,3.81967,0.923516
3,4,,,,58,39,,,,3.40206,0.911484
3,4,,,,55,28,,,,3.33735,0.904609
5,3,,,,15,65,,,,3.375,0.906328
8,3,11,,,19,96,2,,,3.94872,0.930391
3,4,,,,32,63,,,,3.66316,0.920938
12,3,5,,,2,82,2,,,3.25581,0.897734
3,12,,,,10,1,,,,3.81818,0.926953
8,3,,,,4,38,,,,3.47619,0.914922
8,3,,,,21,86,,,,3.98131,0.933828
3,4,,,,93,26,,,,3.21849,0.896016
3,4,,,,28,96,,,,3.77419,0.924375
5,4,3,,,14,10,31,,,3.69091,0.921797
3,4,,,,61,89,,,,3.59333,0.919219
4,5,3,8,,98,56,96,9,,3.98456,0.927812
4,3,,,,1,75,,,,3.01316,0.89
3,4,,,,29,85,,,,3.74561,0.921797
3,7,,,,70,2,,,,3.11111,0.89
7,3,,,,11,88,,,,3.44444,0.912344
3,8,,,,74,10,,,,3.59524,0.918359
3,20,,,,91,1,,,,3.18478,0.89
3,4,,,,70,73,,,,3.51049,0.915781
4,3,4,,,63,5,26,,,3.94681,0.928672
3,17,,,,90,6,,,,3.875,0.923516
3,4,,,,17,73,,,,3.81111,0.924375
6,3,,,,16,98,,,,3.42105,0.910625
6,3,,,,19,61,,,,3.7125,0.924375
7,3,,,,11,95,,,,3.41509,0.908906
10,3,,,,9,89,,,,3.64286,0.920938
12,3,,,,4,41,,,,3.8,0.927812
3,4,,,,71,78,,,,3.52349,0.914062
4,3,,,,30,63,,,,3.32258,0.902891
3,4,,,,46,30,,,,3.39474,0.910625
16,3,,,,1,66,,,,3.19403,0.89
5,4,3,,,3,57,97,,,3.40127,0.910625
4,3,,,,90,46,,,,3.66176,0.924375
7,3,,,,2,29,,,,3.25806,0.899453
4,3,,,,89,39,,,,3.69531,0.921797
3,4,,,,71,18,,,,3.20225,0.896016
5,3,,,,63,89,,,,3.82895,0.926953
